identifier,transaction_count,avg_price_eth,max_price_eth,min_price_eth,total_volume_eth,unique_buyers,unique_sellers
8517,21,7.030125428571428,12.28,0.014,147.632634,1,1
8538,6,1.9068166666666666,3.33,0.0129,11.4409,1,1
8477,4,0.12755,0.299,0.0111,0.5102,1,1
8518,38,6.841122368421052,14.4,0.015,259.96265,1,1
8468,4,1.02475,2.19,0.1,4.099,1,1
8522,34,7.961014323529412,15.009701,0.05,270.674487,1,1
8499,9,1.4753333333333334,3.99,0.06,13.278,1,1
8527,19,3.099393368421053,4.7985,0.06,58.888474,1,1
8508,9,7.150944444444445,14.44,0.98,64.3585,1,1
8507,10,5.7269995,11.649995,0.25,57.269995,1,1
8516,2,1.6375,3.0,0.275,3.275,1,1
8497,8,1.316125,2.7,0.055,10.529,1,1
8483,47,6.909750680851064,27.5,0.3,324.758282,1,1
8548,0,0.0,0.0,0.0,0.0,0,0
8534,12,4.543166666666667,11.0,0.12,54.518,1,1
8550,39,4.1983999999999995,6.04,0.05,163.7376,1,1
8503,3,0.9466666666666668,2.39,0.06,2.8400000000000003,1,1
8558,34,3.450687617647059,4.87,0.45,117.323379,1,1
8524,4,1.694625,2.45,0.3,6.7785,1,1
8531,13,16.075770538461537,35.78,0.93,208.985017,1,1
8539,2,0.09519999999999999,0.1765,0.0139,0.19039999999999999,1,1
8492,26,5.141418884615385,9.86,0.94,133.676891,1,1
8474,27,3.9368148148148148,5.71,0.02,106.294,1,1
8491,8,6.1691,18.888,0.2,49.3528,1,1
8536,9,3.1799444444444447,4.45,0.0199,28.619500000000002,1,1
8489,0,0.0,0.0,0.0,0.0,0,0
8473,27,5.867481703703704,15.849951,0.025,158.422006,1,1
8555,3,0.8183333333333334,0.99,0.7167,2.455,1,1
8500,10,1.3012000000000001,3.4,0.03,13.012,1,1
8485,16,10.453885125000001,17.22999,1.25,167.26216200000002,1,1
8472,39,8.423286358974359,18.18,0.02,328.508168,1,1
8552,4,0.415625,0.6125,0.3,1.6625,1,1
8556,1,12.0,12.0,12.0,12.0,1,1
8519,4,1.794,3.69,0.046,7.176,1,1
8469,23,3.993778260869565,11.199,0.0429,91.8569,1,1
8505,1,0.21,0.21,0.21,0.21,1,1
8530,8,3.9172000000000002,7.5,0.06,31.337600000000002,1,1
8528,7,2.6130142857142857,4.92,0.06,18.2911,1,1
8487,4,5.88225,12.889,1.0,23.529,1,1
8501,5,0.43900000000000006,1.5,0.05,2.1950000000000003,1,1
8488,35,8.037397342857142,14.18,0.35,281.308907,1,1
8481,1,20.0,20.0,20.0,20.0,1,1
8480,43,9.999970790697674,30.3,0.0512,429.998744,1,1
8504,13,5.564215384615385,18.0,0.07,72.3348,1,1
8557,39,4.155212820512821,5.5,0.3,162.0533,1,1
8560,4,1.785,2.465,0.03,7.14,1,1
8540,3,3.1979666666666673,6.23,0.0139,9.593900000000001,1,1
8521,5,1.8980000000000001,3.3,0.04,9.49,1,1
8512,1,2.25,2.25,2.25,2.25,1,1
8549,5,5.422,19.3,0.05,27.11,1,1
8515,19,8.182514947368421,34.95,0.015,155.467784,1,1
8466,10,5.25552,11.4573,0.059,52.5552,1,1
8532,8,9.41225,12.0,0.94,75.298,1,1
8520,2,0.19499999999999998,0.35,0.04,0.38999999999999996,1,1
8529,2,2.4,2.8,2.0,4.8,1,1
8551,20,3.7776000000000005,6.0,0.3,75.552,1,1
8494,21,4.831014285714286,16.1,0.9282,101.4513,1,1
8476,12,3.6537644166666667,9.21,0.03,43.845173,1,1
8511,20,6.680305,17.83,0.55,133.6061,1,1
8545,19,4.037346842105263,5.86,0.18,76.70959,1,1
8470,8,3.1933374999999997,5.3777,0.15,25.546699999999998,1,1
8510,4,0.8274999999999999,1.88,0.09,3.3099999999999996,1,1
8502,11,3.1347272727272726,5.91,0.045,34.482,1,1
8467,29,6.420272379310345,34.88,0.06,186.187899,1,1
8547,10,4.337400000000001,10.02,0.15,43.374,1,1
8513,1,3.75,3.75,3.75,3.75,1,1
8509,32,6.344846875,10.599,0.25,203.0351,1,1
8486,39,5.495136076923076,14.45,1.42,214.310307,1,1
8484,6,1.54,2.9,0.69,9.24,1,1
8526,12,6.695477,10.65,0.5,80.345724,1,1
8362,11,3.374127272727273,6.85,0.18,37.1154,1,1
8376,2,0.09295,0.15,0.0359,0.1859,1,1
8430,16,9.1454375,31.3,0.048,146.327,1,1
8461,11,3.694545363636364,7.11,0.33,40.639999,1,1
8437,3,3.014,5.0,0.042,9.042,1,1
8438,11,12.626181727272728,34.97,1.25,138.887999,1,1
8463,3,0.5833333333333334,1.5,0.05,1.75,1,1
8404,2,3.265,4.2,2.33,6.53,1,1
8410,5,4.4562354,8.0,1.631177,22.281177,1,1
8443,9,3.476510888888889,5.33,1.011,31.288598,1,1
8419,4,0.547,1.85,0.039,2.188,1,1
8436,13,8.652152846153847,21.642,0.02,112.477987,1,1
8382,5,0.55798,0.99,0.2,2.7899000000000003,1,1
8412,9,8.987386666666668,16.34,0.02,80.88648,1,1
8413,22,8.2849535,19.4,0.039,182.268977,1,1
8417,10,10.7999,20.0,0.039,107.999,1,1
8391,2,0.37,0.55,0.19,0.74,1,1
8368,17,6.732646470588235,21.75,0.17,114.45499,1,1
8420,20,3.204665,4.58,0.039,64.0933,1,1
8405,24,1758.487624791667,41999.0,0.01,42203.70299500001,1,1
8372,5,8.14558,29.5,0.041,40.727900000000005,1,1
8421,15,5.720326600000001,25.079999,0.35,85.804899,1,1
8402,5,12.75194,19.9497,1.95,63.759699999999995,1,1
8450,2,1.7151005000000001,1.741401,1.6888,3.4302010000000003,1,1
8429,4,1.4012499999999999,2.195,0.05,5.6049999999999995,1,1
8384,29,9.659517241379309,34.98,0.24,280.126,1,1
8407,2,1.05,2.0,0.1,2.1,1,1
8433,6,7.393666666666667,21.35,0.015,44.362,1,1
8401,3,2.2463333333333333,2.499,1.91,6.739,1,1
8374,7,1.0642857142857143,2.1191,0.0359,7.45,1,1
8370,4,7.886475,11.45,0.0359,31.5459,1,1
8392,35,3.8554265714285716,6.79,0.16,134.93993,1,1
8447,2,1.77565,1.9499,1.6014,3.5513,1,1
8387,16,9.05318475,18.0,0.18,144.850956,1,1
8456,9,8.214305555555555,19.97,0.35,73.92875,1,1
8378,8,1.3642875,2.68,0.0359,10.9143,1,1
8383,24,4.510479166666667,5.98,0.19,108.25150000000001,1,1
8464,5,1.18248,2.58,0.028,5.9124,1,1
8425,2,3.225,5.25,1.2,6.45,1,1
8440,5,1.9238,3.88,0.25,9.619,1,1
8371,7,1.3513714285714287,2.5,0.0359,9.4596,1,1
8386,3,0.9966666666666667,2.45,0.14,2.99,1,1
8439,17,7.365068705882353,15.13,0.9,125.206168,1,1
