token_id,name,description,owner,image_url,animation_url,contract_address,chain,token_standard,traits,trait_count,rarity_score,last_sale_price,last_sale_date,current_listing_price,listing_currency,is_listed,rarity_rank
9960,CryptoPunk #9960,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/10f20324f4fd93d45781b7d6f3bfcf/be10f20324f4fd93d45781b7d6f3bfcf.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9953,CryptoPunk #9953,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/573e892081cd9a2af460f0b5b24740/51573e892081cd9a2af460f0b5b24740.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9981,CryptoPunk #9981,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/968b0e06d43978c339fa11897ba376/89968b0e06d43978c339fa11897ba376.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9966,CryptoPunk #9966,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/cee4992c707bcfa3ae856aedf90ce3/70cee4992c707bcfa3ae856aedf90ce3.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9987,CryptoPunk #9987,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/305e0f98e407da2c7041c586c59c1f/ff305e0f98e407da2c7041c586c59c1f.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9959,CryptoPunk #9959,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/5939d1ef8a306973a9316ef3af37c4/1c5939d1ef8a306973a9316ef3af37c4.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9956,CryptoPunk #9956,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/f8c022e504cb737bd625363f8b382c/a4f8c022e504cb737bd625363f8b382c.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9994,CryptoPunk #9994,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/bc6b14d29824d3a100245245a182ea/3fbc6b14d29824d3a100245245a182ea.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9988,CryptoPunk #9988,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/e9f118798f3599952b9e85b2726181/9de9f118798f3599952b9e85b2726181.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
9989,CryptoPunk #9989,,,https://i2c.seadn.io/ethereum/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/fb465f75ca911029d095a028d82096/93fb465f75ca911029d095a028d82096.png,,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,,cryptopunks,[],0,0,,,,,False,4997.5
